blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueAvgLevel,blueTotalMinionsKilled,redWardsPlaced,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redAvgLevel,redTotalMinionsKilled
0,17,0,6,9,6,0,0,0,6.6,209,24,1,9,6,14,0,0,0,6.6,200
0,20,0,4,6,4,0,1,0,7.4,234,18,1,6,4,7,0,0,0,7.0,217
0,16,0,2,3,3,0,0,0,6.8,226,16,1,3,2,3,0,0,0,7.0,268
0,34,0,10,9,9,1,0,0,7.0,219,47,1,9,10,11,0,0,0,7.2,194
0,16,1,6,7,10,0,0,0,6.8,215,18,0,7,6,5,1,0,0,6.8,207
1,15,1,3,4,2,1,0,0,6.8,223,13,0,4,3,3,0,0,0,7.2,207
0,10,1,5,7,8,0,0,0,6.4,191,16,0,7,5,9,1,0,0,6.8,196
1,19,1,8,2,12,0,0,0,7.2,209,11,0,2,8,4,1,0,0,6.6,216
1,18,1,9,7,10,1,0,0,6.8,207,15,0,7,9,3,0,0,0,7.2,221
0,29,1,5,2,5,0,0,0,7.2,245,15,0,2,5,2,1,1,0,6.8,277
0,14,0,2,8,2,1,0,0,6.6,211,14,1,8,2,7,0,0,0,7.4,271
1,15,1,2,4,1,1,1,0,7.0,239,17,0,4,2,5,0,0,0,6.8,216
0,12,1,8,5,7,0,1,0,7.2,203,15,0,5,8,5,1,0,0,6.6,165
0,15,1,4,3,5,1,0,0,7.0,244,13,0,3,4,2,0,0,0,6.4,191
1,18,0,10,7,9,0,0,0,7.4,228,16,1,7,10,6,0,0,0,7.2,187
1,15,1,6,3,4,1,0,0,7.0,241,16,0,3,6,5,0,0,0,6.6,188
1,14,1,5,4,6,0,0,0,6.8,236,12,0,4,5,2,1,0,0,7.0,172
0,14,1,8,8,9,0,0,0,6.6,214,14,0,8,8,9,1,0,0,7.0,214
0,15,0,1,8,2,1,0,0,6.6,214,14,1,8,1,7,0,0,1,7.6,289
1,14,0,13,7,11,0,0,0,7.4,238,13,1,7,13,11,0,0,0,6.6,215
0,16,0,11,13,13,1,0,0,6.8,182,15,1,13,11,17,0,1,1,6.8,201
1,15,0,4,5,3,1,0,0,7.2,242,41,1,5,4,10,0,0,0,7.2,222
1,15,0,4,9,5,0,0,0,7.0,224,18,1,9,4,6,0,0,0,7.2,243
1,17,0,8,11,6,0,1,0,6.8,180,14,1,11,8,15,0,0,0,6.8,219
0,23,1,5,9,4,0,0,0,6.6,229,14,0,9,5,12,1,0,0,7.2,215
1,15,0,4,7,2,1,0,0,6.8,234,19,1,7,4,6,0,0,0,6.8,213
1,56,1,7,8,7,1,1,0,6.8,190,17,0,8,7,15,0,0,0,6.8,196
1,16,1,12,3,11,1,0,0,7.4,201,12,0,3,12,3,0,0,0,6.4,201
1,13,0,4,7,3,0,0,0,7.0,201,18,1,7,4,5,1,0,0,6.8,236
1,17,1,8,4,10,1,0,0,7.2,246,16,0,4,8,3,0,0,0,7.0,229
1,14,1,12,8,15,1,1,0,7.0,221,22,0,8,12,11,0,0,0,6.8,166
1,21,1,13,3,9,1,0,0,7.0,246,36,0,3,13,5,0,1,0,6.0,142
0,22,0,5,9,2,0,0,1,6.2,193,15,1,9,5,9,0,1,1,6.8,232
1,15,0,4,4,1,1,1,0,7.2,274,18,1,4,4,2,0,0,0,7.0,220
0,22,1,5,10,6,0,1,0,7.0,269,18,0,10,5,9,1,0,0,6.6,173
0,38,0,5,10,6,0,0,0,6.8,176,12,1,10,5,8,1,0,0,7.2,238
0,15,0,5,8,1,0,0,0,7.0,212,16,1,8,5,9,1,0,0,6.8,191
1,46,1,8,3,14,1,0,0,7.0,211,11,0,3,8,4,0,0,0,6.8,250
0,17,1,8,7,9,0,0,0,7.0,222,17,0,7,8,7,0,0,0,6.8,215
0,12,1,5,6,8,1,0,0,6.6,234,16,0,6,5,8,0,0,0,7.0,226
1,10,0,2,6,1,0,0,0,6.8,234,15,1,6,2,4,1,0,0,7.0,229
1,12,1,14,6,10,0,1,1,6.6,194,17,0,6,14,6,1,0,0,6.6,189
0,17,1,11,6,10,1,0,0,7.0,199,29,0,6,11,2,0,0,0,6.8,224
1,18,0,6,5,4,1,1,0,7.2,253,17,1,5,6,10,0,0,0,7.2,197
0,19,1,2,11,2,0,0,0,6.8,226,16,0,11,2,18,1,0,0,7.4,203
1,17,0,4,7,4,1,1,0,6.8,190,14,1,7,4,7,0,0,0,7.2,242
0,14,0,3,6,4,0,0,0,7.0,252,51,1,6,3,7,1,0,0,6.8,202
0,13,0,2,5,2,0,1,0,6.8,205,14,1,5,2,3,1,0,0,6.8,210
0,30,1,4,2,7,0,0,0,6.8,182,64,0,2,4,1,1,0,0,7.2,216
1,18,0,6,4,5,1,0,0,7.2,218,14,1,4,6,0,0,1,0,6.4,210
1,53,0,7,11,10,0,0,0,6.8,189,40,1,11,7,9,0,1,0,7.4,200
1,17,0,7,10,9,0,0,0,6.8,198,16,1,10,7,10,1,1,0,6.8,201
0,14,1,3,7,3,0,0,0,6.4,162,15,0,7,3,3,0,0,0,6.8,228
0,85,1,4,8,5,0,0,0,7.0,226,16,0,8,4,4,1,0,0,7.4,251
0,14,0,5,6,4,0,1,0,6.8,222,16,1,6,5,8,0,0,0,6.8,189
1,18,1,7,4,5,1,1,0,7.2,211,12,0,4,7,3,0,0,0,6.8,200
1,22,0,6,3,10,0,0,0,7.2,232,15,1,3,6,1,1,0,0,6.8,206
0,16,1,4,9,4,0,0,0,7.0,195,12,0,9,4,10,1,1,0,7.4,235
0,16,0,5,5,7,0,0,0,7.0,238,38,1,5,5,8,1,0,0,7.0,214
1,38,1,8,2,8,0,0,0,7.0,238,15,0,2,8,6,0,0,0,6.4,201
0,17,0,2,8,3,0,0,0,6.8,194,19,1,8,2,7,1,0,0,7.2,228
1,16,0,6,2,9,0,0,0,7.2,243,21,1,2,6,1,0,1,0,6.8,248
0,18,1,5,8,7,0,0,0,6.6,217,14,0,8,5,9,0,0,0,7.0,187
0,13,1,1,4,1,0,0,0,6.4,229,39,0,4,1,5,1,1,0,6.8,231
1,17,1,14,3,16,0,0,0,7.8,218,16,0,3,14,5,0,0,0,6.6,223
0,18,1,5,8,5,0,0,0,7.0,234,15,0,8,5,7,1,1,0,7.0,217
0,15,1,5,8,4,0,0,0,6.8,227,15,0,8,5,10,1,0,0,7.2,225
0,34,0,6,7,7,0,0,0,7.2,221,14,1,7,6,8,1,0,0,7.4,248
1,18,1,6,5,9,0,0,0,7.0,227,16,0,5,6,7,0,0,0,7.0,237
1,18,1,5,2,4,1,1,0,6.8,228,20,0,2,5,2,0,0,0,6.8,213
0,20,0,8,8,5,0,1,0,6.8,193,15,1,8,8,6,1,0,0,7.2,183
1,19,1,6,4,7,0,0,0,6.8,239,16,0,4,6,7,0,0,0,6.8,213
0,14,0,2,6,3,0,0,0,7.0,234,14,1,6,2,6,1,0,0,7.0,229
1,17,0,2,4,2,1,0,0,6.8,195,15,1,4,2,4,0,0,0,6.8,223
0,15,1,3,12,2,0,0,0,7.0,220,18,0,12,3,8,1,1,0,7.6,205
0,17,0,3,13,1,0,0,0,6.0,167,17,1,13,3,10,1,0,0,7.0,218
1,18,0,7,8,8,1,0,0,7.0,238,16,1,8,7,11,0,0,0,6.8,176
1,19,1,6,4,3,0,1,0,7.0,232,55,0,4,6,4,1,0,0,7.0,191
0,18,0,8,14,4,0,0,0,6.4,142,20,1,14,8,12,1,1,0,7.0,193
0,17,1,10,5,17,1,0,0,7.2,202,18,0,5,10,8,0,1,0,6.4,224
0,21,0,3,8,1,0,0,0,6.6,200,19,1,8,3,10,1,0,0,7.2,235
0,17,0,1,5,0,1,0,0,6.8,239,18,1,5,1,8,0,0,0,6.8,251
1,14,0,5,8,7,1,1,0,7.0,231,14,1,8,5,9,0,0,0,7.0,243
1,19,0,3,3,3,1,0,0,7.0,221,20,1,3,3,0,0,0,0,6.8,223
1,19,0,7,10,9,1,0,0,6.6,173,16,1,10,7,6,0,0,0,6.6,211
0,16,0,3,3,2,0,1,0,6.8,228,12,1,3,3,5,0,0,0,6.8,220
1,10,1,7,5,4,0,1,2,7.0,246,11,0,5,7,4,0,0,0,5.8,164
1,18,1,11,6,13,1,0,0,7.2,220,18,0,6,11,6,0,0,0,6.6,228
0,20,1,6,9,7,0,0,0,6.8,212,15,0,9,6,9,0,0,0,7.2,205
1,14,0,6,3,7,0,0,0,7.2,228,16,1,3,6,2,1,0,0,6.8,224
1,15,1,4,1,6,1,0,0,6.8,217,17,0,1,4,0,0,0,0,6.8,223
1,27,1,6,5,4,0,0,0,7.0,218,17,0,5,6,5,1,0,0,7.0,213
1,76,1,5,5,6,0,1,0,7.0,230,14,0,5,5,5,1,0,0,6.8,209
1,19,1,12,2,13,1,0,0,7.4,251,17,0,2,12,2,0,0,0,6.8,206
0,13,0,4,11,4,1,1,0,6.6,210,32,1,11,4,12,0,0,1,7.4,218
1,78,1,9,3,17,1,0,0,7.4,220,17,0,3,9,2,0,1,0,6.8,224
1,14,0,7,11,7,0,0,0,6.4,152,41,1,11,7,9,0,0,0,7.2,218
0,11,1,6,9,8,0,0,0,7.0,231,17,0,9,6,9,1,0,0,7.4,232
1,16,1,9,5,14,0,0,0,7.2,223,45,0,5,9,5,0,0,0,6.8,216
0,14,0,3,8,3,0,0,0,7.0,217,13,1,8,3,12,1,1,0,7.2,227
1,15,1,4,1,2,1,0,0,7.0,228,46,0,1,4,1,0,0,0,6.8,215
1,15,0,11,10,8,0,0,0,6.8,192,52,1,10,11,13,0,0,0,7.0,210
1,16,1,7,6,10,0,1,0,6.4,226,51,0,6,7,6,1,0,0,6.8,228
1,17,0,10,10,10,0,0,0,7.2,219,13,1,10,10,10,0,1,1,6.6,208
1,19,0,10,9,11,1,0,0,7.2,219,13,1,9,10,12,0,0,0,6.8,230
1,15,1,9,2,21,1,0,0,7.2,263,17,0,2,9,1,0,0,0,6.8,238
0,15,0,6,13,9,0,0,0,6.6,191,146,1,13,6,12,0,0,0,7.0,223
1,48,1,6,6,9,1,0,0,6.8,210,19,0,6,6,11,0,1,0,6.8,210
0,14,0,9,8,7,1,0,0,7.0,196,18,1,8,9,10,0,0,0,7.0,247
0,39,0,1,5,1,0,0,0,6.8,174,15,1,5,1,4,1,1,0,7.0,219
1,38,1,2,1,4,0,1,0,6.8,214,16,0,1,2,1,1,0,0,6.6,197
1,14,0,4,3,1,1,0,0,7.0,217,16,1,3,4,2,0,0,0,6.4,228
1,12,1,3,7,2,0,0,0,6.6,215,17,0,7,3,6,1,0,0,7.2,233
0,41,1,7,8,8,0,0,0,6.6,203,17,0,8,7,11,1,0,0,7.0,201
0,12,1,4,4,2,0,1,0,7.2,232,40,0,4,4,5,1,0,0,6.8,202
0,16,1,5,7,3,0,0,0,6.6,221,36,0,7,5,12,1,0,0,7.2,200
1,20,0,11,4,13,1,0,0,7.2,234,15,1,4,11,4,0,0,0,6.4,182
1,16,1,11,5,18,1,0,0,7.2,227,14,0,5,11,6,0,0,0,7.0,225
0,15,0,3,9,1,1,0,0,6.8,204,42,1,9,3,7,0,0,0,7.2,256
1,38,1,6,4,7,1,1,0,6.8,221,16,0,4,6,5,0,0,0,7.0,237
0,17,1,4,7,4,1,0,0,6.4,206,13,0,7,4,6,0,0,0,7.0,224
1,16,1,6,1,9,1,0,0,6.8,208,55,0,1,6,3,0,0,0,6.6,222
0,32,0,10,12,9,0,0,0,6.6,149,14,1,12,10,8,0,0,0,7.0,210
1,41,1,7,4,7,1,1,0,7.2,228,18,0,4,7,3,0,0,0,6.8,197
1,34,1,9,3,6,0,0,0,7.4,230,15,0,3,9,2,1,0,0,7.4,226
1,25,1,6,5,7,0,1,1,7.4,225,16,0,5,6,3,0,0,0,7.0,220
1,18,0,10,6,9,0,0,0,6.8,223,15,1,6,10,8,0,0,0,6.6,186
0,20,0,8,12,11,0,0,0,7.0,182,16,1,12,8,22,1,0,0,7.2,198
0,16,1,7,9,4,1,0,0,6.8,231,18,0,9,7,13,0,0,0,6.4,214
1,17,0,4,3,3,0,1,0,7.0,203,38,1,3,4,4,0,0,0,7.0,226
1,20,0,11,4,12,0,0,0,7.2,239,20,1,4,11,6,0,0,0,6.2,203
0,34,0,6,7,5,0,1,0,7.2,234,16,1,7,6,7,0,0,0,6.4,215
1,16,1,4,8,3,1,0,0,7.2,238,21,0,8,4,9,0,1,0,7.4,236
1,11,0,11,4,15,1,0,0,7.4,216,11,1,4,11,5,0,0,0,7.0,242
0,15,0,1,6,0,0,0,0,6.6,207,16,1,6,1,5,0,1,0,7.0,242
0,13,1,3,9,2,0,0,0,6.6,201,17,0,9,3,11,1,1,0,7.2,229
0,15,0,3,10,1,0,0,0,6.6,209,30,1,10,3,12,1,0,0,7.4,221
1,19,0,13,4,11,1,0,0,7.0,234,16,1,4,13,5,0,0,0,6.0,175
1,15,0,3,2,5,0,0,0,7.2,253,15,1,2,3,3,0,0,0,6.8,219
0,15,1,9,7,8,0,0,0,7.2,238,12,0,7,9,10,0,0,0,6.8,169
1,40,0,7,6,7,0,0,0,7.0,198,16,1,6,7,7,0,0,0,6.6,187
1,43,1,5,4,5,0,1,0,6.8,213,14,0,4,5,4,1,0,0,7.4,231
0,143,1,10,7,10,1,0,0,7.4,213,15,0,7,10,4,0,0,0,7.2,228
1,41,1,8,5,7,1,0,0,7.2,219,18,0,5,8,3,0,0,0,6.8,195
1,12,1,10,5,9,1,0,0,7.2,211,16,0,5,10,5,0,0,0,6.6,205
1,19,0,9,4,7,1,0,0,7.2,214,16,1,4,9,4,0,0,0,6.8,222
1,20,1,5,6,6,1,0,0,6.8,190,47,0,6,5,8,0,0,0,6.8,210
0,15,1,7,9,6,0,0,0,6.6,199,17,0,9,7,11,0,0,0,7.0,211
0,11,0,5,5,5,0,0,0,7.0,209,41,1,5,5,5,1,0,0,7.2,206
1,19,1,6,4,8,1,0,0,6.8,242,19,0,4,6,6,0,0,0,6.6,200
0,17,1,8,5,9,1,0,0,7.0,196,13,0,5,8,5,0,1,0,6.8,231
0,44,0,4,7,4,0,1,0,6.6,195,16,1,7,4,15,0,0,0,6.8,230
0,11,1,7,9,6,0,0,0,7.0,171,33,0,9,7,12,1,0,0,7.2,229
1,14,1,6,3,10,1,0,0,6.6,215,14,0,3,6,3,0,1,0,7.0,180
0,20,0,7,4,8,0,0,0,7.2,219,15,1,4,7,4,0,1,0,6.6,180
1,11,1,8,4,8,1,1,0,7.4,259,16,0,4,8,4,0,0,0,6.8,214
0,97,0,11,7,20,1,0,0,6.2,153,16,1,7,11,8,0,0,0,6.6,199
1,18,1,5,6,5,1,1,0,7.4,235,37,0,6,5,10,0,0,0,7.4,233
1,19,1,8,4,9,0,0,0,7.4,226,44,0,4,8,3,1,0,0,7.0,213
0,16,0,3,4,3,0,0,0,6.4,224,15,1,4,3,2,1,0,0,6.8,239
1,33,0,14,10,9,0,0,0,7.0,199,37,1,10,14,8,1,0,0,7.0,172
1,16,0,15,11,14,0,0,0,6.6,180,15,1,11,15,11,0,0,0,6.4,176
1,19,0,4,3,7,1,0,0,6.8,212,19,1,3,4,1,0,0,0,6.8,238
0,14,1,6,7,5,0,0,0,7.0,207,14,0,7,6,4,0,0,0,7.0,224
1,16,1,5,1,3,0,1,0,6.8,252,17,0,1,5,2,1,0,0,6.8,239
0,18,0,4,7,3,1,1,0,6.8,185,19,1,7,4,6,0,0,0,7.2,222
1,21,0,8,8,9,0,0,0,6.6,175,24,1,8,8,9,1,0,0,6.8,198
1,18,0,8,4,10,0,0,0,7.2,207,16,1,4,8,3,0,1,0,6.8,221
0,17,1,4,4,3,1,0,0,7.0,240,17,0,4,4,6,0,0,0,7.0,227
1,12,0,5,4,0,0,0,0,7.0,202,17,1,4,5,2,1,0,0,6.6,210
0,15,1,8,7,8,1,1,0,7.0,212,12,0,7,8,5,0,0,0,7.0,212
1,13,1,10,3,9,1,0,0,7.4,225,14,0,3,10,3,0,1,0,6.8,184
0,18,0,4,9,5,0,0,0,6.6,203,17,1,9,4,11,1,0,0,7.2,241
0,17,1,6,8,5,0,0,0,6.8,213,34,0,8,6,15,1,0,0,6.8,187
0,16,0,4,8,6,1,0,0,6.6,195,13,1,8,4,6,0,1,1,7.0,220
1,13,1,11,8,14,1,0,0,6.8,238,61,0,8,11,10,0,0,0,6.8,192
0,13,0,2,9,4,0,0,0,6.2,166,34,1,9,2,8,1,1,1,7.6,259
0,19,0,4,11,3,0,0,0,6.6,200,10,1,11,4,10,1,0,0,7.2,226
1,18,0,8,2,4,1,1,1,7.2,243,19,1,2,8,2,0,0,0,6.6,221
1,51,1,9,1,9,0,0,0,7.4,249,18,0,1,9,1,1,0,0,6.8,221
0,14,0,4,8,5,1,0,0,6.6,213,18,1,8,4,11,0,0,0,7.2,249
0,16,0,2,4,3,0,0,0,7.0,260,17,1,4,2,9,0,1,0,7.2,257
0,51,0,3,4,5,1,0,0,6.4,215,17,1,4,3,3,0,0,0,7.0,226
1,37,0,8,7,8,0,0,0,6.8,185,12,1,7,8,4,0,1,0,7.0,245
1,16,1,9,10,11,1,0,0,6.8,200,17,0,10,9,10,0,0,0,7.0,197
0,37,0,3,5,3,0,0,0,7.0,231,18,1,5,3,5,0,1,0,7.0,246
0,12,0,3,8,2,0,0,0,6.6,211,20,1,8,3,11,1,0,0,6.6,197
1,16,0,4,4,3,0,0,0,6.6,221,21,1,4,4,5,1,0,0,6.4,207
0,14,0,7,7,6,0,1,0,7.2,209,21,1,7,7,9,1,0,0,7.6,228
1,41,0,7,7,11,1,0,0,7.2,201,39,1,7,7,9,0,0,0,6.6,229
1,15,0,3,4,4,0,0,0,7.0,220,17,1,4,3,5,0,0,0,6.8,216
1,18,1,7,2,6,0,1,0,7.2,245,15,0,2,7,4,1,0,0,7.0,213
1,16,0,6,4,7,0,1,0,7.2,241,35,1,4,6,6,0,0,0,6.8,247
1,15,1,10,3,8,0,0,0,7.4,266,28,0,3,10,1,0,0,0,6.4,203
0,35,1,5,4,6,1,0,0,7.2,224,39,0,4,5,3,0,0,0,7.2,209
1,38,0,4,5,5,0,0,0,6.8,189,16,1,5,4,5,0,0,0,7.0,252
1,146,0,11,7,9,0,0,0,7.2,220,11,1,7,11,7,1,0,0,6.8,226
0,39,1,10,10,11,0,1,0,7.2,183,13,0,10,10,8,0,0,1,7.0,223
1,17,1,9,4,8,0,0,0,7.0,249,12,0,4,9,8,0,0,0,6.6,211
1,14,1,7,6,8,1,0,0,6.2,196,17,0,6,7,8,0,1,0,7.0,216
0,22,1,10,4,17,1,0,0,7.0,157,17,0,4,10,3,0,1,0,6.6,203
1,16,1,5,3,5,1,1,0,7.0,216,17,0,3,5,1,0,0,0,7.0,245
1,10,1,9,6,8,0,0,0,6.6,168,19,0,6,9,4,0,0,0,6.6,191
1,50,1,10,6,11,1,0,0,6.8,186,15,0,6,10,11,0,0,0,6.6,220
1,21,1,6,4,9,1,1,1,7.0,239,16,0,4,6,3,0,0,0,6.8,211
1,11,1,13,6,25,0,0,0,7.2,226,16,0,6,13,7,1,0,0,6.6,199
0,12,0,2,9,4,0,0,0,6.6,203,36,1,9,2,11,1,0,0,7.4,229
0,17,0,4,5,4,0,0,0,6.8,243,13,1,5,4,4,1,1,0,7.2,193
0,19,0,2,7,2,0,0,1,7.0,243,37,1,7,2,9,1,0,0,7.0,211
1,11,0,9,3,8,1,0,0,7.2,261,14,1,3,9,4,0,0,0,6.2,185
0,17,0,3,10,3,0,0,0,6.4,194,36,1,10,3,11,1,0,0,7.2,207
1,12,1,8,4,9,1,0,0,6.8,247,14,0,4,8,1,0,0,0,7.0,210
1,16,1,6,3,5,1,0,0,7.0,225,15,0,3,6,4,0,0,0,6.4,201
1,16,1,6,5,5,1,1,0,6.8,224,18,0,5,6,5,0,0,0,7.4,227
1,12,0,5,6,8,1,0,0,6.8,185,44,1,6,5,12,0,0,0,6.8,214
0,16,1,6,7,6,1,1,0,6.8,222,40,0,7,6,5,0,0,0,7.0,219
1,11,0,7,6,5,0,0,0,7.2,236,14,1,6,7,9,0,0,0,6.8,216
1,16,1,8,1,12,0,0,0,7.4,207,16,0,1,8,2,0,0,0,6.6,228
0,17,0,10,8,11,0,0,0,7.2,204,15,1,8,10,8,1,0,0,7.0,223
1,30,0,6,8,10,1,0,0,7.0,211,18,1,8,6,14,0,0,0,7.2,226
1,15,1,12,1,11,1,1,0,7.2,227,17,0,1,12,1,0,0,0,6.4,187
0,13,0,2,5,3,0,0,0,6.8,232,15,1,5,2,6,1,0,0,6.8,234
1,14,0,6,8,4,0,1,0,7.0,211,16,1,8,6,8,1,0,0,7.2,237
0,13,0,3,8,4,0,0,0,6.6,198,18,1,8,3,5,0,1,0,7.0,188
1,14,0,5,4,4,0,0,0,7.2,252,13,1,4,5,6,0,0,0,7.2,205
0,16,0,5,8,5,1,0,0,6.8,196,103,1,8,5,8,0,0,0,6.8,185
1,17,1,1,2,2,1,0,0,6.8,217,18,0,2,1,2,0,1,1,6.8,264
1,19,0,8,9,10,0,0,0,7.0,211,14,1,9,8,13,1,0,0,7.0,219
1,38,0,4,5,2,0,0,0,7.2,226,18,1,5,4,7,1,0,0,7.0,202
1,14,1,4,5,5,0,0,0,7.0,235,18,0,5,4,7,1,1,0,7.4,248
1,15,1,10,7,8,0,0,0,7.2,222,10,0,7,10,4,1,0,0,6.2,176
1,15,0,8,9,11,1,0,0,6.8,214,18,1,9,8,10,0,0,0,7.0,221
1,18,1,7,4,16,1,0,0,6.4,173,16,0,4,7,9,0,0,0,6.4,174
1,16,1,6,3,7,0,1,0,6.8,247,11,0,3,6,4,1,0,0,6.4,202
0,15,0,7,16,6,0,0,0,6.4,172,13,1,16,7,22,1,1,0,7.2,230
1,14,1,7,7,5,1,0,0,6.8,216,12,0,7,7,9,0,1,0,7.0,182
0,15,0,6,7,8,0,0,0,7.0,213,14,1,7,6,4,0,0,0,7.0,216
0,11,0,2,8,3,0,0,0,6.8,208,38,1,8,2,8,0,0,0,7.0,231
0,15,0,2,5,1,1,0,0,6.6,214,19,1,5,2,4,0,0,0,7.2,233
1,12,0,3,5,2,0,0,0,6.8,201,22,1,5,3,5,1,0,0,6.6,195
1,20,0,9,8,8,0,0,0,7.2,218,17,1,8,9,5,1,1,0,6.8,219
0,31,0,7,7,6,0,0,0,7.0,240,18,1,7,7,7,1,0,0,7.0,212
0,88,0,7,11,10,0,0,0,7.0,232,17,1,11,7,16,1,0,0,7.0,247
1,16,1,8,0,12,1,0,0,7.4,249,15,0,0,8,0,0,0,0,6.4,223
1,15,1,8,3,7,0,1,0,7.2,197,56,0,3,8,3,0,0,0,6.6,188
1,17,1,6,6,8,1,0,0,7.0,225,13,0,6,6,5,0,0,0,7.4,221
1,15,1,7,4,12,1,1,0,7.0,223,13,0,4,7,6,0,0,0,7.2,235
0,15,0,5,4,6,0,1,1,6.8,232,46,1,4,5,6,1,0,0,7.0,222
1,16,1,12,10,20,1,1,0,6.8,165,15,0,10,12,17,0,0,0,6.8,227
1,17,1,7,1,5,1,0,1,7.2,255,10,0,1,7,1,0,0,0,6.6,200
0,15,0,1,3,3,0,0,0,6.6,229,15,1,3,1,4,1,1,0,7.2,246
1,22,1,13,3,21,0,0,0,7.0,232,18,0,3,13,4,1,0,0,6.4,196
0,15,1,6,6,6,0,0,0,7.0,236,15,0,6,6,7,0,0,0,7.0,230
1,62,1,6,1,8,1,1,0,7.0,231,15,0,1,6,1,0,0,0,6.8,231
0,21,0,1,3,1,0,1,0,6.8,247,19,1,3,1,3,1,0,0,6.6,242
1,91,1,8,6,9,1,0,0,6.8,187,16,0,6,8,6,0,0,0,7.0,237
0,39,0,8,11,6,0,1,1,6.8,217,21,1,11,8,16,1,0,1,7.2,225
1,12,0,10,8,9,1,1,0,7.8,252,15,1,8,10,8,0,0,0,7.2,228
0,16,1,9,1,10,0,0,0,7.2,242,15,0,1,9,0,1,0,0,6.4,210
1,19,0,4,2,7,0,0,0,6.8,234,16,1,2,4,4,0,0,0,7.0,236
1,28,0,6,9,7,0,0,0,6.6,177,21,1,9,6,6,0,0,0,7.0,227
0,16,0,5,7,4,0,0,0,6.6,182,49,1,7,5,7,1,0,0,6.8,207
0,19,1,7,9,8,0,0,0,6.6,245,14,0,9,7,10,0,0,0,7.0,207
0,14,0,7,12,8,0,0,0,6.6,184,12,1,12,7,16,0,0,0,7.0,194
0,16,1,7,13,9,0,0,0,6.8,202,21,0,13,7,17,1,0,0,7.2,218
1,17,0,4,3,7,1,0,0,6.6,195,21,1,3,4,4,0,0,0,6.6,235
0,18,0,3,3,7,1,0,0,6.6,202,16,1,3,3,5,0,0,0,7.0,255
0,13,0,0,6,0,0,0,0,6.2,184,30,1,6,0,4,1,0,0,7.4,210
0,14,0,2,5,4,0,0,0,6.6,203,17,1,5,2,1,1,0,0,7.4,255
1,19,1,7,3,13,1,0,0,6.8,212,20,0,3,7,4,0,0,0,6.2,224
1,14,1,6,2,5,1,1,0,7.0,264,13,0,2,6,2,0,0,0,7.0,199
1,15,1,11,9,8,0,0,0,7.0,191,37,0,9,11,10,0,0,0,6.6,209
0,13,0,5,3,9,1,0,0,7.2,252,15,1,3,5,3,0,1,0,7.0,238
1,16,0,6,11,7,1,0,0,6.6,174,26,1,11,6,9,0,1,0,7.2,198
0,94,0,3,9,3,0,0,0,6.2,184,22,1,9,3,10,1,0,0,7.4,204
0,17,1,7,6,6,0,0,0,7.0,205,18,0,6,7,9,1,0,0,6.6,203
1,15,1,11,5,8,1,1,0,7.4,225,15,0,5,11,3,0,0,0,6.8,204
1,15,1,5,1,5,1,1,0,7.0,220,12,0,1,5,1,0,0,0,7.0,227
1,88,1,9,7,8,0,0,0,7.4,243,21,0,7,9,5,1,0,0,6.4,147
0,17,0,4,7,6,0,0,0,6.6,196,42,1,7,4,14,1,0,0,6.6,206
1,15,1,9,5,8,0,0,0,6.8,229,12,0,5,9,7,1,0,0,6.4,188
1,15,0,7,7,12,0,0,0,6.8,212,49,1,7,7,12,0,0,0,6.8,181
0,34,1,5,8,3,0,0,0,7.0,247,15,0,8,5,8,1,0,0,6.8,218
0,12,0,9,6,14,0,0,0,7.0,208,18,1,6,9,7,0,1,0,7.0,226
1,51,1,11,3,9,1,0,0,7.0,188,16,0,3,11,2,0,0,0,6.4,208
1,18,1,10,4,13,0,1,0,7.2,186,15,0,4,10,7,1,0,0,6.6,208
0,22,0,8,11,9,0,1,0,7.0,206,21,1,11,8,7,1,0,0,7.0,233
0,15,0,5,7,6,0,0,0,6.8,201,14,1,7,5,8,1,1,0,7.4,253
0,15,0,6,6,4,1,0,0,6.8,197,16,1,6,6,8,0,0,0,6.8,205
1,68,1,9,3,16,0,0,0,7.0,209,17,0,3,9,2,0,0,0,6.8,197
0,16,1,8,8,9,1,0,0,7.0,199,20,0,8,8,13,0,0,0,7.0,221
0,81,0,6,12,6,0,0,0,6.8,215,15,1,12,6,7,0,0,0,7.6,212
0,17,1,6,6,6,1,1,0,7.0,203,16,0,6,6,9,0,0,0,7.0,238
1,15,1,12,5,13,0,1,0,7.2,214,12,0,5,12,7,0,0,0,6.2,182
0,16,0,5,10,6,0,0,0,6.8,211,12,1,10,5,7,1,0,0,7.2,242
1,15,0,10,4,8,0,1,2,7.4,232,14,1,4,10,6,1,0,0,6.4,200
0,9,0,0,9,0,0,0,0,6.4,190,15,1,9,0,7,1,1,0,7.4,253
1,16,1,8,3,5,1,1,1,7.4,233,14,0,3,8,7,0,0,0,6.6,169
0,20,0,2,6,2,1,1,0,6.8,265,20,1,6,2,8,0,0,0,7.2,220
0,16,0,8,4,9,0,0,0,7.0,214,55,1,4,8,6,0,0,0,6.6,233
